Wed Apr 17 15:43:54 2024    profile_stats.prof

         387255327 function calls (336738144 primitive calls) in 106.682 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:87(acquire)
      507    0.000    0.000    0.000    0.000 {function Config.__contains__ at 0x7f8c28727040}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/pyplot.py:3097(ylabel)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:761(set_clip_box)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/logging/__init__.py:1284(getLogger)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1606(path_hook_for_FileFinder)
       30    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1831(is_separable)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_split)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:252(<listcomp>)
       12    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:384(set_linewidth)
       76    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:426(__init__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(zeros_like)
       57    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:538(set_markevery)
       77    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:263(y0)
       22    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:517(<listcomp>)
       71    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:293(p0)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/function_base.py:23(linspace)
       14    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/scale.py:704(scale_factory)
       69    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:2142(validate)
      265    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:1351(get_parse_math)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:649(set_offset)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/lines.py:724(_is_sorted)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/ipykernel/iostream.py:283(send_multipart)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:2813(__init__)
      338    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/shape_base.py:739(array_split)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:399(set_linestyle)
        2    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1718(sanitize_sequence)
      141    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:542(<genexpr>)
       16    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:898(reset_ticks)
      178    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:837(set_file)
        1    0.000    0.000    0.000    0.000 {scipy.signal._peak_finding_utils._local_maxima_1d}
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:88(__setitem__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/ipykernel/zmqshell.py:74(_hooks)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/jupyter_client/session.py:647(msg)
       12    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      149    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:164(__prepare__)
      152    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        8    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1017(_translate_tick_params)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:377(set_alpha)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:1179(_set_artist_props)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/ipykernel/iostream.py:214(send_multipart)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/pathlib.py:461(readlink)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:73(wrapper)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:963(y0)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:605(__init__)
       24    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2426(transform_path_non_affine)
       25    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_api/__init__.py:175(check_getitem)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.is_sorted}
      316    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:2560(kind)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:3670(set_ylabel)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2457(__init__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/pyplot.py:953(close)
       96    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:238(set_locs)
       48    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:1755(__call__)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:638(get_transform)
       49    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
      7/1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:227(set_figure)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:739(_draw_disabled)
       12    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:2701(apply_defaults)
       31    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/pathlib.py:303(splitroot)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
       15    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/weakref.py:47(__new__)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
        8    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/pyplot.py:893(gcf)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1475(__init__)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/path.py:730(unit_rectangle)
       79    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:193(<genexpr>)
       26    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1435(hold_trait_notifications)
       24    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2651(get_matrix)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:662(_set_artist_props)
      270    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:1132(sticky_edges)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/numeric.py:77(zeros_like)
       48    0.000    0.000    0.000    0.000 {method 'set' of 'ContextVar' objects}
       12    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:77(destroy_all)
      193    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3148(_ndim_dispatcher)
       48    0.000    0.000    0.000    0.000 {method 'reset' of 'ContextVar' objects}
       10    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
       27    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:2158(instance_init)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:228(__getitem__)
      112    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:266(__call__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/GifImagePlugin.py:39(LoadingStrategy)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:686(_register_basic)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:172(__init__)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:593(_validate_timestamp_pyc)
       30    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/markers.py:321(get_capstyle)
      151    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:549(locator)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:413(get_subplot_params)
       69    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:1339(set_parse_math)
      204    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/path.py:225(codes)
       11    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:456(set_capstyle)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/copyreg.py:103(_slotnames)
       55    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:283(y1)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/jupyter_client/session.py:643(msg_header)
      195    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:2415(mpl_connect)
      192    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:985(set_title)
       27    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:740(_cross_validate)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:2854(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/lib/nanfunctions.py:68(_replace_nan)
      100    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1654(unobserve)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:778(set_offset)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/utils/dir2.py:54(get_real_method)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:1097(set_label)
        8    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/threading.py:1133(is_alive)
       16    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/pathlib.py:725(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:1758(<listcomp>)
       91    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:1840(_signature_bound_method)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:218(<lambda>)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       46    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:908(set_antialiased)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:2711(axes)
       22    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:522(<listcomp>)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/config/loader.py:259(merge)
       16    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/text.py:1150(set_fontweight)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:121(_process_plot_format)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:3121(set_axisbelow)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib_inline/backend_inline.py:231(_fetch_figure_metadata)
       41    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:1025(get_hatch_path)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/genericpath.py:27(isfile)
       47    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      109    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:2398(_iter_break_from_left_to_right)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/posixpath.py:71(join)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:494(unwrap)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/posixpath.py:164(islink)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:2574(validate)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:3624(export)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:1607(getattr_static)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/PngImagePlugin.py:1096(write)
       18    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:489(<listcomp>)
       16    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:632(get_snap)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:221(<setcomp>)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:207(_check_gridspec_exists)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1696(__init__)
       38    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:1768(__array__)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/getipython.py:17(get_ipython)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:1701(_fix_ipython_backend2gui)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/_distutils_hack/__init__.py:89(find_spec)
        6    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/__init__.py:695(__setitem__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       18    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:491(<listcomp>)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:912(set_clip_on)
       76    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/spines.py:551(__getattr__)
     14/8    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:239(axes)
       27    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:1562(_add_notifiers)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:1125(get_inverted)
       18    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/offsetbox.py:487(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/mathtext.py:196(__init__)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/figure.py:448(set_edgecolor)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(where)
        1    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
       22    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:2290(_unpack_to_numpy)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:2478(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/IPython/core/formatters.py:430(for_type)
      116    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/font_manager.py:1129(score_variant)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib_inline/backend_inline.py:255(_is_transparent)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:1241(_get_legend_handles_labels)
        7    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:496(set_hatch)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:3210(__init__)
       12    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:2671(kwargs)
      114    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/PIL/TiffImagePlugin.py:260(<genexpr>)
       27    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:2163(_resolve_classes)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/ticker.py:2155(view_limits)
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/_collections_abc.py:783(values)
       82    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:730(get_path_effects)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/ipykernel/iostream.py:526(write)
        8    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/_pylab_helpers.py:100(get_active)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/patches.py:3995(set_bounds)
      190    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:2548(name)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:968(x1)
       12    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:2087(<listcomp>)
       46    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:994(set_linewidth)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axes/_base.py:4414(<listcomp>)
       74    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/enum.py:777(__reduce_ex__)
        1    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:329(__init__)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:874(__enter__)
       40    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/traitlets.py:237(parse_notifier_name)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/jupyter_client/jsonutil.py:107(json_default)
      159    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/backend_bases.py:748(<lambda>)
      118    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/artist.py:618(get_gid)
        9    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/_collections_abc.py:805(__len__)
       13    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/traitlets/config/configurable.py:91(notice_config_override)
       53    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
       10    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/numpy/ma/core.py:587(filled)
        3    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/gridspec.py:75(get_geometry)
       70    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/legend.py:1045(get_bbox_to_anchor)
        2    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/posixpath.py:334(normpath)
       41    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/transforms.py:273(x1)
       28    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:553(locator)
       42    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/inspect.py:2640(__init__)
      100    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/markers.py:299(get_fillstyle)
        5    0.000    0.000    0.000    0.000 /home/ganesank/ENTER/envs/medicc_env/lib/python3.9/site-packages/matplotlib/axis.py:821(limit_range_for_scale)
